track_id_stable,Zach,Bryce,Maggie,Jamie,Featured Artist,Duration,Release Date,Popularity,Album,Artist,Song,Popularity_ID
Turn the Lights Back OnBilly Joel,,,,23,,238939.0,2024-02-01 00:00:00,56.0,,Billy Joel,Turn the Lights Back On,1KTemUlHzS0SvVtTjY1NTw
Tattoo on a SunburnLuke Combs,22,,,,,225693.0,2023-03-24 00:00:00,54.0,Gettin' Old,Luke Combs,Tattoo on a Sunburn,0V75hy6x3cToema5BdJaj9
Let's Go - Alok RemixKey Glock,,22,,,Alok,158145.0,2024-03-29 00:00:00,33.0,,Key Glock,Let's Go - Alok Remix,6FyWLxwCe1d1Fik2PZ3bGp
Walking on Broken GlassAnnie Lennox,,,22,,,253295.0,1992-04-02 00:00:00,63.0,,Annie Lennox,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc
At The Risk Of Feeling DumbTwenty One Pilots,21,,,,,203853.0,2024-05-24 00:00:00,64.0,Clancy,Twenty One Pilots,At The Risk Of Feeling Dumb,0ZucyPms79Cydv0RMYV2Oi
Pink SkiesZach Bryan,,21,,,,194920.0,2024-05-24 00:00:00,84.0,,Zach Bryan,Pink Skies,4ZJ4vzLQekI0WntDbanNC7
Please Please PleaseSabrina Carpenter,10,,21,2,,186365.0,2024-06-06 00:00:00,86.0,Short n' Sweet,Sabrina Carpenter,Please Please Please,2tHwzyyOLoWSFqYNjeVMzj
Love Me Like YouLittle Mix,,,,21,,197786.0,2015-11-06 00:00:00,73.0,Get Weird (Expanded Edition),Little Mix,Love Me Like You,6L2uVVPJA9WcDc7zCZ4DHN
Losers (Feat. Jelly Roll)Post Malone,20,,,,Jelly Roll,209038.0,2024-08-15 00:00:00,74.0,F-1 Trillion,Post Malone,Losers (Feat. Jelly Roll),0gucUyFMFRMlUiVn9US4YX
The AnthemGood Charlotte,,20,,,,175093.0,2002-10-04 00:00:00,74.0,The Young and The Hopeless,Good Charlotte,The Anthem,0BRHnOFm6sjxN1i9LJrUDu
Me & Mr JonesAmy Winehouse,,,20,,,153173.0,2006-01-01 00:00:00,66.0,Back To Black (Deluxe Edition),Amy Winehouse,Me & Mr Jones,0RfzQhbvtn5lOaKdhpAni7
Out Of My MindTrousdale,,,,20,,281640.0,2023-09-15 00:00:00,34.0,Out Of My Mind,Trousdale,Out Of My Mind,3ZTZiH8eOtaUPrEW4KxtOB
Man Made A Bar (feat. Eric Church)Morgan Wallen,19,,,,Eric Church,191231.0,2023-03-03 00:00:00,74.0,One Thing At A Time,Morgan Wallen,Man Made A Bar (feat. Eric Church),73zawW1ttszLRgT9By826D
body bag (feat. YUNGBLUD & Bert McCracken of The Used)mgk,,19,,,YUNGBLUD,170074.0,2020-09-29 00:00:00,59.0,Tickets To My Downfall (SOLD OUT Deluxe),mgk,body bag (feat. YUNGBLUD & Bert McCracken of The Used),0NZrY7Lc9g6V03hxRpfToV
Gonna Find OutKate Hudson,,,19,,,210548.0,2024-04-17 00:00:00,39.0,Glorious,Kate Hudson,Gonna Find Out,7cpO6k2ZEjCxENNzdEUmxE
My Boy Only Breaks His Favorite ToysTaylor Swift,,,8,19,,203801.0,2024-04-18 00:00:00,73.0,THE TORTURED POETS DEPARTMENT,Taylor Swift,My Boy Only Breaks His Favorite Toys,7uGYWMwRy24dm7RUDDhUlD
TreadmillKnox,18,,,,,193262.0,2024-06-28 00:00:00,47.0,,Knox,Treadmill,0ewQUWupKrDmYFhhiyjqaA
Thank God & Jimmy BuffettPitbull,,18,,,,152121.0,2024-02-16 00:00:00,40.0,Trackhouse (Daytona 500 Edition),Pitbull,Thank God & Jimmy Buffett,4faNMjNcWITplikCBbhK5z
Sweet Talkin' WomanElectric Light Orchestra,,,18,,,229866.0,1972-01-01 00:00:00,61.0,Out of the Blue,Electric Light Orchestra,Sweet Talkin' Woman,0xAhbD6lCf5re1RXl5yiTm
Set Fire to the RainAdele,,,,18,,242973.0,2011-01-24 00:00:00,78.0,21,Adele,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi
Snap BackTwenty One Pilots,17,,,,,210266.0,2024-05-24 00:00:00,63.0,Clancy,Twenty One Pilots,Snap Back,5QPGnFslbDUQ7mDteKn3By
Larger Than LifeBackstreet Boys,,17,,,,232826.0,1999-05-18 00:00:00,69.0,Millennium,Backstreet Boys,Larger Than Life,6sbXGUn9V9ZaLwLdOfpKRE
You’re Losing Me (From The Vault)Taylor Swift,,,17,,,277831.0,2023-11-29 00:00:00,75.0,,Taylor Swift,You’re Losing Me (From The Vault),3CWq0pAKKTWb0K4yiglDc4
Lie To GirlsSabrina Carpenter,,,,17,,202001.0,2024-08-23 00:00:00,72.0,Short n' Sweet,Sabrina Carpenter,Lie To Girls,5il0jwWUlvgtIzWvzJi12z
Things I Take For GrantedLarry Fleet,16,,,,,206929.0,2023-09-01 00:00:00,60.0,Earned It,Larry Fleet,Things I Take For Granted,646GpXko7gJumzUQxVkYvG
Bump HeadsEminem,,16,,,Tony Yayo,281457.0,2022-05-26 00:00:00,62.0,The Eminem Show (Expanded Edition),Eminem,Bump Heads,4OYGHze5MiMkgozardIRxU
Kill BillSZA,,,16,,,153946.0,2022-12-08 00:00:00,85.0,SOS,SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL
Pieces Of MeAshlee Simpson,,,,16,,216560.0,2004-01-01 00:00:00,56.0,Autobiography,Ashlee Simpson,Pieces Of Me,7yXibbAYi4to5oQTeO738f
Pour Me A Drink (Feat. Blake Shelton)Post Malone,15,,15,,Blake Shelton,195122.0,2024-06-21 00:00:00,73.0,F-1 Trillion,Post Malone,Pour Me A Drink (Feat. Blake Shelton),0mNzElhEofvgMWAJoOA4q9
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)The Kid LAROI",,15,,,mgk,144860.0,2021-07-27 00:00:00,66.0,F*CK LOVE 3+: OVER YOU,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0c34ovpXiMWWUbKX0IavIH
Modern Love - 2018 RemasterDavid Bowie,,,,15,,288339.0,1983-04-14 00:00:00,68.0,Let's Dance (2018 Remaster),David Bowie,Modern Love - 2018 Remaster,3gxEZXUjrNbl3TlSrTGbR5
Austin (Boots Stop Workin')Dasha,14,,,,,171782.0,2023-11-16 00:00:00,84.0,What Happens Now?,Dasha,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd
Heavy EyesZach Bryan,,14,,,,190780.0,2022-05-20 00:00:00,70.0,American Heartbreak,Zach Bryan,Heavy Eyes,2gJj6WtAxXjApMs3PXsCeX
This Old Heart Of Mine (Is Weak For You)The Isley Brothers,,,14,,,172733.0,1966-01-01 00:00:00,63.0,This Old Heart Of Mine,The Isley Brothers,This Old Heart Of Mine (Is Weak For You),5c33j1xFVOL4G24zxYhssB
UnwrittenNatasha Bedingfield,,,,14,,259333.0,2004-08-30 00:00:00,85.0,Unwritten,Natasha Bedingfield,Unwritten,3U5JVgI2x4rDyHGObzJfNf
The Craving - single versionTwenty One Pilots,13,,,,,173866.0,2024-05-22 00:00:00,61.0,,Twenty One Pilots,The Craving - single version,0S7lkKStHgfgjgwSFOvRNA
Texas Longhorn (Sec Version)Django Walker,,13,,,,214333.0,2024-08-23 00:00:00,23.0,,Django Walker,Texas Longhorn (Sec Version),2yHWujUjFyZw5VSc5jz0Ax
Murder On The DancefloorSophie Ellis-Bextor,,,13,,,230013.0,2001-01-01 00:00:00,80.0,Read My Lips (Deluxe Version),Sophie Ellis-Bextor,Murder On The Dancefloor,4tKGFmENO69tZR9ahgZu48
JunoSabrina Carpenter,,,,13,,223192.0,2024-08-23 00:00:00,85.0,Short n' Sweet,Sabrina Carpenter,Juno,21B4gaTWnTkuSh77iWEXdS
Loving You EasyZac Brown Band,,12,,,,155653.0,2015-04-28 00:00:00,57.0,JEKYLL + HYDE,Zac Brown Band,Loving You Easy,5mhW03yGpDpkYHs9aZaxSE
Nobody Gets MeSZA,,,12,,,180853.0,2022-12-08 00:00:00,86.0,SOS,SZA,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm
Hide My Gun (Feat. HARDY)Post Malone,11,,,,HARDY,220479.0,2024-08-15 00:00:00,64.0,F-1 Trillion,Post Malone,Hide My Gun (Feat. HARDY),6nf4oqFOsVKLwJPEliYVwT
Lonely Road (with Jelly Roll)mgk,,11,,,Jelly Roll,189356.0,2024-07-26 00:00:00,75.0,Beautifully Broken (Pickin’ Up The Pieces),mgk,Lonely Road (with Jelly Roll),3Rfre3qkrhwdZZ7dyznwbN
Easy to LoveCouch,,,,11,,186841.0,2019-11-27 00:00:00,52.0,,Couch,Easy to Love,0vmjpO0CGinHyDIkUCEnMA
Who Knew (Her Perspective)Darren Waller,,10,,,,188152.0,2024-05-24 00:00:00,17.0,,Darren Waller,Who Knew (Her Perspective),5gQe68WeqEDN5AxRnorYWB
AppleCharli xcx,,,10,,,151739.0,2024-06-07 00:00:00,82.0,BRAT,Charli xcx,Apple,19RybK6XDbAVpcdxSbZL1o
"So Long, LondonTaylor Swift",,,,10,,262974.0,2024-04-18 00:00:00,72.0,THE TORTURED POETS DEPARTMENT,Taylor Swift,"So Long, London",7wAkQFShJ27V8362MqevQr
Routines In The NightTwenty One Pilots,9,,,,,202600.0,2024-05-24 00:00:00,72.0,Clancy,Twenty One Pilots,Routines In The Night,4bDIAWaOBGAAk95nyXI6zJ
LingerThe Cranberries,,9,,,,274706.0,1993-03-01 00:00:00,83.0,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,Linger,0gEyKnHvgkrkBM6fbeHdwK
I Don't Wanna LieYola,,,9,,,181535.0,2019-12-06 00:00:00,38.0,Walk Through Fire (Deluxe Edition),Yola,I Don't Wanna Lie,6CgsttSWDA2sISZQp1upXK
love is embarrassingOlivia Rodrigo,,,,9,,154516.0,2023-09-08 00:00:00,74.0,GUTS,Olivia Rodrigo,love is embarrassing,26QLJMK8G0M06sk7h7Fkse
Die With A SmileLady Gaga,8,,,,Bruno Mars,251667.0,2024-08-16 00:00:00,100.0,MAYHEM,Lady Gaga,Die With A Smile,2plbrEY59IikOBgBGLjaoe
TexasBigXthaPlug,,8,,,,146133.0,2022-11-25 00:00:00,75.0,AMAR,BigXthaPlug,Texas,7j7ud2oFTJ8BjmeI8bjkQm
Fast Cars And FreedomRascal Flatts,,,,8,,262186.0,2004-01-01 00:00:00,61.0,Feels Like Today,Rascal Flatts,Fast Cars And Freedom,0CKba2KBPP9TFbh5Nf8i4P
Guy For That (Feat. Luke Combs)Post Malone,7,,,,Luke Combs,164011.0,2024-07-26 00:00:00,77.0,F-1 Trillion,Post Malone,Guy For That (Feat. Luke Combs),6StwwqB84sJeLr7tZDTxEX
There’s Your Trouble - Spotify Singles (Live from Spotify House)mgk,,7,,,,191949.0,2024-07-24 00:00:00,49.0,,mgk,There’s Your Trouble - Spotify Singles (Live from Spotify House),3XNThMhQwdrRvPax42wzKQ
Nights On BroadwayBee Gees,,,7,,,271373.0,1975-06-01 00:00:00,55.0,Main Course,Bee Gees,Nights On Broadway,4JjcCdm0RSPuvQWnZyrNkm
AlrightCouch,,,,7,,250105.0,2023-10-06 00:00:00,39.0,,Couch,Alright,60oqOTvo7fKDfIFqRuCwfq
Game NightDJ Heer,,6,,,A.S.M,231682.0,2024-04-18 00:00:00,3.0,,DJ Heer,Game Night,4yFBPn9qd2YApP8m4dRbgg
8TEENKhalid,,,6,,,228600.0,2017-04-27 00:00:00,72.0,American Teen,Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5
NavigatingTwenty One Pilots,5,,,,,223106.0,2024-05-24 00:00:00,69.0,Clancy,Twenty One Pilots,Navigating,3gy21TwRSP40aUMwcY7Rtq
Texas LonghornDjango Walker,,5,,,,219557.0,2011-08-26 00:00:00,31.0,,Django Walker,Texas Longhorn,0AXnj2Hhm21Tu0Meltckf4
SpeechlessLady Gaga,,,5,,,270826.0,2009-08-05 00:00:00,53.0,The Fame Monster (Deluxe Edition),Lady Gaga,Speechless,1pWZZfszgiDVIzbQLs50Cy
Somewhere Only We KnowKeane,,,,5,,236160.0,2004-01-01 00:00:00,76.0,Hopes And Fears,Keane,Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg
BackslideTwenty One Pilots,4,,,,,180000.0,2024-05-10 00:00:00,68.0,Clancy,Twenty One Pilots,Backslide,6fNaHkjAxP6rI2sZhT7QJn
Heart Of A ChampionNelly,,4,,,Lincoln University Vocal Ensemble,269986.0,2004-11-14 00:00:00,45.0,Sweat,Nelly,Heart Of A Champion,5IsIwEZYogIGgyutqCLwK7
Islands in the StreamDolly Parton,,,4,,Kenny Rogers,249360.0,2009-10-30 00:00:00,68.0,Dolly,Dolly Parton,Islands in the Stream,4mnOVRRXsaqg9Nb041xR8u
dont let me gomgk,,3,,,,173858.0,2024-02-21 00:00:00,63.0,,mgk,dont let me go,2qvGI2uUNgNheWnfxQr25W
Here It Goes AgainMorMor,,,,3,,230984.0,2022-11-04 00:00:00,24.0,Semblance,MorMor,Here It Goes Again,5ENmrKNn9IH3cAXR9EFe4j
VignetteTwenty One Pilots,2,,,,,202133.0,2024-05-24 00:00:00,68.0,Clancy,Twenty One Pilots,Vignette,3sEufjE0ITaW5qhtnW3avv
WHISKEY WHISKEY (feat. Morgan Wallen)Moneybagg Yo,,2,,,Morgan Wallen,161052.0,2024-06-13 00:00:00,70.0,SPEAK NOW,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),7hRLuo4QnzCsjICXUOhTE6
Read your MindSabrina Carpenter,,,2,,,207849.0,2022-07-15 00:00:00,75.0,emails i can't send,Sabrina Carpenter,Read your Mind,4Wos0h9ECU2Z3oJMTQxpbc
